Topic.AMBIENCE	Rating.VERY_GOOD
Topic.FOOD	Rating.BAD
Topic.FOOD	Rating.BAD
Topic.VALUE	Rating.VERY_GOOD
None	Rating.VERY_BAD
None	None
None	None
None	None
None	Rating.VERY_GOOD
None	None
None	None
None	None
None	None
None	None
None	None
None	None
Topic.SERVICE	None
Topic.AMBIENCE	None
None	None
None	None
None	None
None	Rating.GOOD
None	Rating.VERY_GOOD
None	None
None	None
None	None
None	None
None	None
Topic.AMBIENCE	None
Topic.AMBIENCE	Rating.BAD
Topic.AMBIENCE	None
Topic.VALUE	Rating.VERY_GOOD
Topic.SERVICE	None
None	None
None	None
None	None
None	Rating.BAD
None	Rating.GOOD
None	None
None	None
None	None
None	None
None	Rating.GOOD
None	None
Topic.FOOD	Rating.GOOD
None	None
None	None
None	Rating.GOOD
None	None
None	None
None	None
None	Rating.VERY_GOOD
None	None
None	None
None	None
None	None
Topic.AMBIENCE	None
None	None
None	None
None	None
Topic.AMBIENCE	Rating.VERY_GOOD
None	Rating.VERY_GOOD
None	None
None	Rating.VERY_GOOD
None	Rating.VERY_GOOD
None	None
None	None
None	None
None	None
Topic.AMBIENCE	None
None	None
None	Rating.VERY_GOOD
None	Rating.GOOD
None	Rating.GOOD
Topic.AMBIENCE	Rating.GOOD
None	None
None	None
Topic.AMBIENCE	None
None	None
None	None
None	None
None	None
None	None
None	None
None	None
None	None
None	None
None	Rating.VERY_GOOD
None	None
None	None
None	None
None	None
None	None
None	None
None	Rating.BAD
None	None
None	None
Topic.SERVICE	Rating.GOOD
None	Rating.VERY_GOOD
None	None
None	None
None	Rating.VERY_GOOD
Topic.AMBIENCE	None
None	Rating.GOOD
None	None
None	Rating.BAD
None	None
None	None
Topic.VALUE	Rating.VERY_GOOD
None	None
None	None
None	None
None	None
Topic.AMBIENCE	None
None	None
Topic.AMBIENCE	None
Topic.SERVICE	None
None	None
Topic.AMBIENCE	Rating.GOOD
None	None
None	None
Topic.AMBIENCE	Rating.GOOD
None	None
None	None
Topic.AMBIENCE	None
None	None
None	None
None	None
None	None
None	None
None	None
Topic.AMBIENCE	None
None	None
Topic.FOOD	Rating.GOOD
None	None
None	Rating.GOOD
None	None
None	Rating.GOOD
None	None
None	Rating.VERY_GOOD
None	None
None	None
None	None
Topic.SERVICE	None
None	None
None	None
Topic.FOOD	Rating.SOMEWHAT_BAD
None	None
Topic.AMBIENCE	None
None	None
None	None
None	None
Topic.SERVICE	None
None	None
None	Rating.VERY_GOOD
None	Rating.BAD
None	None
None	Rating.VERY_GOOD
None	None
None	None
None	None
None	None
None	None
Topic.AMBIENCE	Rating.GOOD
None	None
None	None
None	None
None	None
None	Rating.VERY_BAD
None	None
Topic.AMBIENCE	Rating.GOOD
None	None
None	None
None	None
None	None
Topic.VALUE	None
Topic.SERVICE	None
None	None
None	None
None	None
None	None
Topic.AMBIENCE	None
None	None
None	None
Topic.SERVICE	None
None	None
None	None
Topic.AMBIENCE	None
None	None
None	None
None	Rating.VERY_GOOD
None	None
None	None
None	None
None	None
None	Rating.SOMEWHAT_BAD
Topic.AMBIENCE	Rating.GOOD
Topic.AMBIENCE	None
None	None
None	None
Topic.AMBIENCE	Rating.GOOD
None	Rating.VERY_GOOD
None	None
None	None
None	Rating.VERY_GOOD
None	None
None	Rating.VERY_GOOD
None	None
Topic.AMBIENCE	None
None	None
Topic.AMBIENCE	None
None	None
None	None
None	Rating.BAD
None	None
None	None
None	Rating.VERY_GOOD
None	None
None	None
Topic.FOOD	Rating.GOOD
Topic.SERVICE	Rating.GOOD
None	Rating.BAD
None	None
None	None
None	None
None	None
None	None
None	None
None	None
None	None
None	Rating.VERY_GOOD
None	None
None	None
None	None
Topic.AMBIENCE	None
None	None
Topic.AMBIENCE	None
None	None
None	None
None	None
None	None
Topic.AMBIENCE	Rating.VERY_GOOD
None	None
None	None
None	None
None	None
None	None
None	None
None	None
None	None
None	None
None	None
None	None
None	None
None	None
None	None
None	None
None	None
None	None
Topic.AMBIENCE	None
None	None
None	None
Topic.AMBIENCE	None
None	None
None	None
None	None
None	Rating.VERY_GOOD
None	None
None	None
None	None
Topic.AMBIENCE	None
Topic.FOOD	Rating.GOOD
None	None
None	None
None	None
